"Census.Tract","County","State","percent","Opposite.sex.spouse","Same.sex.spouse","Opposite.sex.unmarried.partner","Same.sex.unmarried.partner","total","total.same.sex","percent_households"
"Census Tract 8093","Cook County","Illinois","1.58%",536,4,86,6,632,10,1.58227848101266
"Census Tract 8094.01","Cook County","Illinois","2.94%",433,11,63,4,511,15,2.93542074363992
"Census Tract 8094.02","Cook County","Illinois","3.67%",392,9,107,10,518,19,3.66795366795367
"Census Tract 8095","Cook County","Illinois","4.51%",662,23,143,15,843,38,4.50771055753262
"Census Tract 8096","Cook County","Illinois","3.37%",555,16,47,5,623,21,3.37078651685393
"Census Tract 8097","Cook County","Illinois","3.36%",654,20,64,5,743,25,3.36473755047106
"Census Tract 8098","Cook County","Illinois","3.68%",433,13,65,6,517,19,3.67504835589942
"Census Tract 8099","Cook County","Illinois","3.68%",612,17,69,9,707,26,3.67751060820368
"Census Tract 8100","Cook County","Illinois","5.10%",1012,36,216,30,1294,66,5.10046367851623
"Census Tract 8101","Cook County","Illinois","4.14%",775,25,129,14,943,39,4.13573700954401
"Census Tract 8102","Cook County","Illinois","2.98%",857,21,152,10,1040,31,2.98076923076923
"Census Tract 8103.01","Cook County","Illinois","3.48%",688,24,60,3,775,27,3.48387096774194
"Census Tract 8103.02","Cook County","Illinois","4.56%",623,22,46,10,701,32,4.56490727532097
"Census Tract 8104","Cook County","Illinois","1.50%",1269,14,47,6,1336,20,1.49700598802395
"Census Tract 8105.01","Cook County","Illinois","0.36%",1038,3,61,1,1103,4,0.362647325475975
"Census Tract 8105.02","Cook County","Illinois","0.46%",978,3,93,2,1076,5,0.464684014869888
"Census Tract 8106","Cook County","Illinois","1.63%",875,9,88,7,979,16,1.63432073544433
"Census Tract 8107.01","Cook County","Illinois","1.12%",764,5,122,5,896,10,1.11607142857143
"Census Tract 8107.02","Cook County","Illinois","1.73%",585,8,96,4,693,12,1.73160173160173
"Census Tract 8108","Cook County","Illinois","0.84%",956,3,105,6,1070,9,0.841121495327103
"Census Tract 8109","Cook County","Illinois","0.99%",1056,5,150,7,1218,12,0.985221674876847
"Census Tract 8110","Cook County","Illinois","1.40%",922,13,65,1,1001,14,1.3986013986014
"Census Tract 8111","Cook County","Illinois","0.89%",1136,10,194,2,1342,12,0.894187779433681
"Census Tract 8112","Cook County","Illinois","0.53%",1008,3,115,3,1129,6,0.531443755535872
"Census Tract 8113.01","Cook County","Illinois","0.93%",768,5,86,3,862,8,0.928074245939675
"Census Tract 8113.02","Cook County","Illinois","0.83%",493,3,107,2,605,5,0.826446280991736
"Census Tract 8114.01","Cook County","Illinois","1.33%",869,8,92,5,974,13,1.3347022587269
"Census Tract 8114.02","Cook County","Illinois","0.45%",772,3,119,1,895,4,0.446927374301676
"Census Tract 8115","Cook County","Illinois","0.49%",1097,5,127,1,1230,6,0.48780487804878
"Census Tract 8116","Cook County","Illinois","1.53%",1071,13,154,6,1244,19,1.52733118971061
"Census Tract 8117.01","Cook County","Illinois","0.31%",558,1,87,1,647,2,0.309119010819165
"Census Tract 8117.02","Cook County","Illinois","1.59%",841,10,149,6,1006,16,1.59045725646123
"Census Tract 8118","Cook County","Illinois","0.96%",838,5,95,4,942,9,0.955414012738854
"Census Tract 8119","Cook County","Illinois","0.50%",1157,5,44,1,1207,6,0.497100248550124
"Census Tract 8120","Cook County","Illinois","1.06%",1233,7,72,7,1319,14,1.06141015921152
"Census Tract 8121","Cook County","Illinois","3.44%",961,27,50,9,1047,36,3.43839541547278
"Census Tract 8122","Cook County","Illinois","1.57%",964,15,41,1,1021,16,1.56709108716944
"Census Tract 8123.01","Cook County","Illinois","4.30%",759,25,221,19,1024,44,4.296875
"Census Tract 8123.02","Cook County","Illinois","2.56%",574,10,34,6,624,16,2.56410256410256
"Census Tract 8124","Cook County","Illinois","1.98%",847,13,42,5,907,18,1.9845644983462
"Census Tract 8125","Cook County","Illinois","4.02%",585,24,107,5,721,29,4.02219140083218
"Census Tract 8126","Cook County","Illinois","4.67%",570,20,124,14,728,34,4.67032967032967
"Census Tract 8127","Cook County","Illinois","4.73%",490,13,74,15,592,28,4.72972972972973
"Census Tract 8128.01","Cook County","Illinois","4.72%",447,17,158,13,635,30,4.7244094488189
"Census Tract 8128.02","Cook County","Illinois","3.05%",365,9,80,5,459,14,3.05010893246187
"Census Tract 8129","Cook County","Illinois","2.79%",979,24,68,6,1077,30,2.78551532033426
"Census Tract 8130","Cook County","Illinois","3.00%",785,22,55,4,866,26,3.00230946882217
"Census Tract 8131","Cook County","Illinois","4.38%",820,25,76,16,937,41,4.37566702241195
"Census Tract 8132","Cook County","Illinois","1.48%",939,14,62,1,1016,15,1.47637795275591
"Census Tract 8133.01","Cook County","Illinois","2.25%",423,5,99,7,534,12,2.24719101123596
"Census Tract 8133.02","Cook County","Illinois","1.68%",470,5,114,5,594,10,1.68350168350168
"Census Tract 8134","Cook County","Illinois","1.41%",1007,15,179,2,1203,17,1.41313383208645
"Census Tract 8135","Cook County","Illinois","1.66%",850,12,155,5,1022,17,1.66340508806262
"Census Tract 8136","Cook County","Illinois","1.72%",683,9,115,5,812,14,1.72413793103448
"Census Tract 8137.01","Cook County","Illinois","2.53%",457,8,83,6,554,14,2.52707581227437
"Census Tract 8137.02","Cook County","Illinois","2.40%",565,9,86,7,667,16,2.39880059970015
"Census Tract 8138.01","Cook County","Illinois","0.47%",354,2,71,0,427,2,0.468384074941452
"Census Tract 8138.02","Cook County","Illinois","1.44%",644,8,111,3,766,11,1.43603133159269
"Census Tract 8139","Cook County","Illinois","1.50%",838,7,146,8,999,15,1.5015015015015
"Census Tract 8140","Cook County","Illinois","2.22%",647,11,103,6,767,17,2.21642764015645
"Census Tract 8141","Cook County","Illinois","0.82%",590,4,139,2,735,6,0.816326530612245
"Census Tract 8142","Cook County","Illinois","1.61%",913,12,190,6,1121,18,1.6057091882248
"Census Tract 8143","Cook County","Illinois","1.86%",612,5,127,9,753,14,1.85922974767596
"Census Tract 8144","Cook County","Illinois","1.08%",1164,10,210,5,1389,15,1.07991360691145
"Census Tract 8145","Cook County","Illinois","1.01%",769,6,112,3,890,9,1.01123595505618
"Census Tract 8146","Cook County","Illinois","1.97%",804,12,143,7,966,19,1.96687370600414
"Census Tract 8147","Cook County","Illinois","1.67%",805,11,139,5,960,16,1.66666666666667
"Census Tract 8148","Cook County","Illinois","3.32%",993,22,141,17,1173,39,3.32480818414322
"Census Tract 8149","Cook County","Illinois","2.64%",733,11,227,15,986,26,2.6369168356998
"Census Tract 8150","Cook County","Illinois","3.13%",555,14,96,7,672,21,3.125
"Census Tract 8151","Cook County","Illinois","1.74%",567,11,109,1,688,12,1.74418604651163
"Census Tract 8152","Cook County","Illinois","3.00%",983,17,212,20,1232,37,3.00324675324675
"Census Tract 8153","Cook County","Illinois","1.79%",633,7,82,6,728,13,1.78571428571429
"Census Tract 8154","Cook County","Illinois","3.24%",854,17,163,17,1051,34,3.23501427212179
"Census Tract 8155","Cook County","Illinois","1.68%",1297,17,225,9,1548,26,1.67958656330749
"Census Tract 8156","Cook County","Illinois","1.36%",986,9,98,6,1099,15,1.36487716105551
"Census Tract 8157.01","Cook County","Illinois","1.28%",970,7,35,6,1018,13,1.2770137524558
"Census Tract 8157.02","Cook County","Illinois","1.33%",1094,12,89,4,1199,16,1.33444537114262
"Census Tract 8158","Cook County","Illinois","0.86%",320,2,24,1,347,3,0.864553314121037
"Census Tract 8159","Cook County","Illinois","3.74%",540,14,206,15,775,29,3.74193548387097
"Census Tract 8160","Cook County","Illinois","5.64%",490,24,146,14,674,38,5.6379821958457
"Census Tract 8161","Cook County","Illinois","3.74%",878,28,203,14,1123,42,3.739982190561
"Census Tract 8162","Cook County","Illinois","1.75%",720,7,66,7,800,14,1.75
"Census Tract 8163","Cook County","Illinois","1.01%",661,7,121,1,790,8,1.0126582278481
"Census Tract 8164.01","Cook County","Illinois","1.78%",601,11,115,2,729,13,1.78326474622771
"Census Tract 8164.02","Cook County","Illinois","1.15%",592,4,93,4,693,8,1.15440115440115
"Census Tract 8165","Cook County","Illinois","0.57%",595,4,101,0,700,4,0.571428571428571
"Census Tract 8166","Cook County","Illinois","1.23%",602,7,122,2,733,9,1.22783083219645
"Census Tract 8167","Cook County","Illinois","1.77%",387,4,57,4,452,8,1.76991150442478
"Census Tract 8168","Cook County","Illinois","1.98%",857,12,132,8,1009,20,1.98216055500496
"Census Tract 8169","Cook County","Illinois","1.31%",799,9,107,3,918,12,1.30718954248366
"Census Tract 8170","Cook County","Illinois","1.00%",678,4,113,4,799,8,1.00125156445557
"Census Tract 8171.01","Cook County","Illinois","0.52%",473,2,104,1,580,3,0.517241379310345
"Census Tract 8171.02","Cook County","Illinois","0.42%",403,1,69,1,474,2,0.421940928270042
"Census Tract 8172","Cook County","Illinois","2.86%",430,12,113,4,559,16,2.86225402504472
"Census Tract 8173","Cook County","Illinois","2.13%",250,4,71,3,328,7,2.13414634146341
"Census Tract 8174","Cook County","Illinois","1.71%",499,3,77,7,586,10,1.70648464163823
"Census Tract 8175","Cook County","Illinois","2.43%",358,7,83,4,452,11,2.43362831858407
"Census Tract 8176","Cook County","Illinois","2.53%",377,7,85,5,474,12,2.53164556962025
"Census Tract 8177","Cook County","Illinois","1.34%",575,2,88,7,672,9,1.33928571428571
"Census Tract 8179","Cook County","Illinois","1.21%",687,5,128,5,825,10,1.21212121212121
"Census Tract 8180","Cook County","Illinois","1.27%",676,5,99,5,785,10,1.27388535031847
"Census Tract 8181","Cook County","Illinois","1.87%",489,7,35,3,534,10,1.87265917602996
"Census Tract 8182","Cook County","Illinois","2.39%",859,16,120,8,1003,24,2.39282153539382
"Census Tract 8183","Cook County","Illinois","1.01%",851,9,130,1,991,10,1.00908173562059
"Census Tract 8184.01","Cook County","Illinois","0.84%",605,6,100,0,711,6,0.843881856540084
"Census Tract 8184.02","Cook County","Illinois","2.02%",598,6,81,8,693,14,2.02020202020202
"Census Tract 8185","Cook County","Illinois","2.05%",1253,14,87,14,1368,28,2.04678362573099
"Census Tract 8186","Cook County","Illinois","0.54%",997,5,104,1,1107,6,0.5420054200542
"Census Tract 8187","Cook County","Illinois","0.70%",769,6,81,0,856,6,0.700934579439252
"Census Tract 8188","Cook County","Illinois","0.85%",1159,9,128,2,1298,11,0.847457627118644
"Census Tract 8189","Cook County","Illinois","1.49%",775,9,87,4,875,13,1.48571428571429
"Census Tract 8190","Cook County","Illinois","0.18%",1089,1,22,1,1113,2,0.179694519317161
"Census Tract 8191","Cook County","Illinois","1.99%",659,10,130,6,805,16,1.98757763975155
"Census Tract 8192","Cook County","Illinois","2.44%",906,17,175,10,1108,27,2.43682310469314
"Census Tract 8193","Cook County","Illinois","1.31%",544,2,60,6,612,8,1.30718954248366
"Census Tract 8194","Cook County","Illinois","1.22%",978,9,153,5,1145,14,1.22270742358079
"Census Tract 8195","Cook County","Illinois","1.21%",564,5,87,3,659,8,1.21396054628225
"Census Tract 8196","Cook County","Illinois","0.10%",975,1,32,0,1008,1,0.0992063492063492
"Census Tract 8197","Cook County","Illinois","0.33%",1473,3,26,2,1504,5,0.332446808510638
"Census Tract 8198.01","Cook County","Illinois","0.15%",1298,0,29,2,1329,2,0.150489089541008
"Census Tract 8198.02","Cook County","Illinois","0.15%",670,0,16,1,687,1,0.145560407569141
"Census Tract 8199","Cook County","Illinois","0.00%",873,0,13,0,886,0,0
"Census Tract 8200","Cook County","Illinois","0.19%",511,1,12,0,524,1,0.190839694656489
"Census Tract 8201.01","Cook County","Illinois","0.22%",1759,2,73,2,1836,4,0.217864923747277
"Census Tract 8201.03","Cook County","Illinois","0.78%",825,7,69,0,901,7,0.776914539400666
"Census Tract 8201.04","Cook County","Illinois","0.64%",819,6,108,0,933,6,0.643086816720257
"Census Tract 8202.02","Cook County","Illinois","2.06%",553,7,66,6,632,13,2.05696202531646
"Census Tract 8202.03","Cook County","Illinois","0.38%",1011,3,31,1,1046,4,0.382409177820268
"Census Tract 8202.04","Cook County","Illinois","1.06%",963,6,66,5,1040,11,1.05769230769231
"Census Tract 8203","Cook County","Illinois","1.14%",802,11,156,0,969,11,1.13519091847265
"Census Tract 8204","Cook County","Illinois","2.10%",693,12,146,6,857,18,2.10035005834306
"Census Tract 8205.01","Cook County","Illinois","0.48%",1132,5,102,1,1240,6,0.483870967741935
"Census Tract 8205.02","Cook County","Illinois","0.64%",837,2,92,4,935,6,0.641711229946524
"Census Tract 8206.03","Cook County","Illinois","2.01%",872,10,154,11,1047,21,2.00573065902579
"Census Tract 8206.04","Cook County","Illinois","1.00%",597,2,96,5,700,7,1
"Census Tract 8206.05","Cook County","Illinois","0.91%",496,3,154,3,656,6,0.914634146341463
"Census Tract 8206.06","Cook County","Illinois","1.51%",755,10,91,3,859,13,1.51338766006985
"Census Tract 8207","Cook County","Illinois","1.47%",1117,8,157,11,1293,19,1.46945088940449
"Census Tract 8208","Cook County","Illinois","1.78%",536,6,71,5,618,11,1.77993527508091
"Census Tract 8209.01","Cook County","Illinois","0.73%",993,2,97,6,1098,8,0.728597449908925
"Census Tract 8209.02","Cook County","Illinois","0.54%",828,5,89,0,922,5,0.542299349240781
"Census Tract 8210.01","Cook County","Illinois","0.59%",940,2,79,4,1025,6,0.585365853658537
"Census Tract 8210.02","Cook County","Illinois","0.18%",1045,2,90,0,1137,2,0.175901495162709
"Census Tract 8211.01","Cook County","Illinois","1.40%",836,10,80,3,929,13,1.39935414424112
"Census Tract 8211.02","Cook County","Illinois","0.63%",744,2,50,3,799,5,0.625782227784731
"Census Tract 8212","Cook County","Illinois","1.11%",571,5,144,3,723,8,1.10650069156293
"Census Tract 8213","Cook County","Illinois","1.59%",564,5,179,7,755,12,1.58940397350993
"Census Tract 8214.01","Cook County","Illinois","1.47%",277,3,59,2,341,5,1.46627565982405
"Census Tract 8214.02","Cook County","Illinois","0.94%",357,1,63,3,424,4,0.943396226415094
"Census Tract 8215","Cook County","Illinois","2.56%",82,0,32,3,117,3,2.56410256410256
"Census Tract 8216","Cook County","Illinois","1.99%",686,14,102,2,804,16,1.99004975124378
"Census Tract 8217","Cook County","Illinois","1.19%",912,4,81,8,1005,12,1.19402985074627
"Census Tract 8218","Cook County","Illinois","1.04%",941,7,107,4,1059,11,1.03871576959396
"Census Tract 8219","Cook County","Illinois","0.70%",901,5,94,2,1002,7,0.698602794411178
"Census Tract 8220","Cook County","Illinois","1.40%",628,4,145,7,784,11,1.4030612244898
"Census Tract 8221.01","Cook County","Illinois","0.52%",866,1,90,4,961,5,0.520291363163371
"Census Tract 8221.02","Cook County","Illinois","1.29%",668,4,99,6,777,10,1.28700128700129
"Census Tract 8222","Cook County","Illinois","0.50%",718,2,72,2,794,4,0.503778337531486
"Census Tract 8223.01","Cook County","Illinois","0.37%",742,2,69,1,814,3,0.368550368550369
"Census Tract 8223.02","Cook County","Illinois","0.84%",758,4,68,3,833,7,0.840336134453782
"Census Tract 8224","Cook County","Illinois","0.87%",1141,4,111,7,1263,11,0.870942201108472
"Census Tract 8225","Cook County","Illinois","1.08%",826,4,88,6,924,10,1.08225108225108
"Census Tract 8226.01","Cook County","Illinois","0.38%",967,2,69,2,1040,4,0.384615384615385
"Census Tract 8226.02","Cook County","Illinois","0.28%",1313,3,107,1,1424,4,0.280898876404494
"Census Tract 8227.01","Cook County","Illinois","1.42%",655,5,111,6,777,11,1.41570141570142
"Census Tract 8227.02","Cook County","Illinois","0.54%",673,3,70,1,747,4,0.535475234270415
"Census Tract 8228.01","Cook County","Illinois","0.16%",583,0,52,1,636,1,0.157232704402516
"Census Tract 8228.02","Cook County","Illinois","0.38%",736,2,49,1,788,3,0.380710659898477
"Census Tract 8229","Cook County","Illinois","0.95%",387,3,32,1,423,4,0.945626477541371
"Census Tract 8230.01","Cook County","Illinois","1.18%",940,4,152,9,1105,13,1.17647058823529
"Census Tract 8230.02","Cook County","Illinois","0.42%",1054,2,126,3,1185,5,0.421940928270042
"Census Tract 8231.01","Cook County","Illinois","1.71%",740,8,124,7,879,15,1.70648464163823
"Census Tract 8231.02","Cook County","Illinois","1.10%",625,5,93,3,726,8,1.10192837465565
"Census Tract 8232","Cook County","Illinois","0.20%",891,2,99,0,992,2,0.201612903225806
"Census Tract 8233.02","Cook County","Illinois","0.96%",766,5,167,4,942,9,0.955414012738854
"Census Tract 8233.03","Cook County","Illinois","1.84%",729,6,124,10,869,16,1.84119677790564
"Census Tract 8233.04","Cook County","Illinois","0.77%",844,6,186,2,1038,8,0.770712909441233
"Census Tract 8234","Cook County","Illinois","1.82%",658,9,99,5,771,14,1.81582360570687
"Census Tract 8235","Cook County","Illinois","1.58%",587,3,100,8,698,11,1.57593123209169
"Census Tract 8236.02","Cook County","Illinois","0.89%",1080,7,139,4,1230,11,0.894308943089431
"Census Tract 8236.03","Cook County","Illinois","1.96%",257,3,43,3,306,6,1.96078431372549
"Census Tract 8236.04","Cook County","Illinois","0.32%",889,1,43,2,935,3,0.320855614973262
"Census Tract 8236.05","Cook County","Illinois","1.03%",874,8,88,2,972,10,1.02880658436214
"Census Tract 8237.02","Cook County","Illinois","1.50%",1266,7,174,15,1462,22,1.50478796169631
"Census Tract 8237.03","Cook County","Illinois","1.09%",1482,11,146,7,1646,18,1.09356014580802
"Census Tract 8237.04","Cook County","Illinois","0.84%",900,4,40,4,948,8,0.843881856540084
"Census Tract 8237.05","Cook County","Illinois","0.31%",875,3,76,0,954,3,0.314465408805031
"Census Tract 8238.01","Cook County","Illinois","0.70%",1361,4,51,6,1422,10,0.70323488045007
"Census Tract 8238.03","Cook County","Illinois","0.59%",1418,7,101,2,1528,9,0.589005235602094
"Census Tract 8238.05","Cook County","Illinois","1.31%",526,2,75,6,609,8,1.3136288998358
"Census Tract 8238.06","Cook County","Illinois","1.12%",613,3,92,5,713,8,1.12201963534362
"Census Tract 8239.01","Cook County","Illinois","1.67%",834,12,51,3,900,15,1.66666666666667
"Census Tract 8239.03","Cook County","Illinois","0.86%",1096,4,52,6,1158,10,0.863557858376511
"Census Tract 8239.04","Cook County","Illinois","1.15%",978,7,54,5,1044,12,1.14942528735632
"Census Tract 8240.03","Cook County","Illinois","0.38%",1492,4,93,2,1591,6,0.377121307353866
"Census Tract 8240.04","Cook County","Illinois","0.59%",1096,7,86,0,1189,7,0.588730025231287
"Census Tract 8240.05","Cook County","Illinois","0.34%",1381,3,86,2,1472,5,0.339673913043478
"Census Tract 8240.06","Cook County","Illinois","0.37%",1281,5,49,0,1335,5,0.374531835205993
"Census Tract 8241.05","Cook County","Illinois","0.58%",1625,6,96,4,1731,10,0.577700751010976
"Census Tract 8241.06","Cook County","Illinois","0.48%",1576,8,92,0,1676,8,0.477326968973747
"Census Tract 8241.07","Cook County","Illinois","0.45%",1460,3,81,4,1548,7,0.452196382428941
"Census Tract 8241.13","Cook County","Illinois","0.37%",1563,4,49,2,1618,6,0.370828182941904
"Census Tract 8241.14","Cook County","Illinois","0.31%",1236,2,58,2,1298,4,0.308166409861325
"Census Tract 8241.15","Cook County","Illinois","0.73%",745,5,66,1,817,6,0.734394124847001
"Census Tract 8241.16","Cook County","Illinois","1.86%",924,14,134,6,1078,20,1.85528756957328
"Census Tract 8241.19","Cook County","Illinois","0.51%",1310,7,69,0,1386,7,0.505050505050505
"Census Tract 8241.21","Cook County","Illinois","0.92%",707,6,48,1,762,7,0.918635170603675
"Census Tract 8241.22","Cook County","Illinois","0.25%",1490,1,78,3,1572,4,0.254452926208651
"Census Tract 8241.23","Cook County","Illinois","0.46%",1562,5,155,3,1725,8,0.463768115942029
"Census Tract 8241.24","Cook County","Illinois","0.56%",658,3,54,1,716,4,0.558659217877095
"Census Tract 8241.25","Cook County","Illinois","0.74%",867,6,71,1,945,7,0.740740740740741
"Census Tract 8241.26","Cook County","Illinois","0.27%",1415,3,65,1,1484,4,0.269541778975741
"Census Tract 8241.27","Cook County","Illinois","0.42%",895,4,57,0,956,4,0.418410041841004
"Census Tract 8241.28","Cook County","Illinois","0.35%",1109,2,41,2,1154,4,0.346620450606586
"Census Tract 8241.29","Cook County","Illinois","0.96%",976,5,54,5,1040,10,0.961538461538462
"Census Tract 8243","Cook County","Illinois","1.36%",347,3,87,3,440,6,1.36363636363636
"Census Tract 8244","Cook County","Illinois","2.40%",251,6,34,1,292,7,2.3972602739726
"Census Tract 8245.03","Cook County","Illinois","0.79%",1350,6,154,6,1516,12,0.79155672823219
"Census Tract 8245.05","Cook County","Illinois","0.70%",1282,6,146,4,1438,10,0.695410292072323
"Census Tract 8245.07","Cook County","Illinois","0.89%",807,6,82,2,897,8,0.891861761426979
"Census Tract 8245.08","Cook County","Illinois","0.26%",697,0,69,2,768,2,0.260416666666667
"Census Tract 8245.09","Cook County","Illinois","1.03%",906,5,56,5,972,10,1.02880658436214
"Census Tract 8246.01","Cook County","Illinois","0.53%",839,2,106,3,950,5,0.526315789473684
"Census Tract 8246.02","Cook County","Illinois","1.16%",1109,7,171,8,1295,15,1.15830115830116
"Census Tract 8247.01","Cook County","Illinois","1.00%",608,5,86,2,701,7,0.998573466476462
"Census Tract 8247.02","Cook County","Illinois","1.72%",834,11,136,6,987,17,1.72239108409321
"Census Tract 8248","Cook County","Illinois","1.34%",1032,11,144,5,1192,16,1.34228187919463
"Census Tract 8249","Cook County","Illinois","1.03%",421,2,59,3,485,5,1.03092783505155
"Census Tract 8250","Cook County","Illinois","1.80%",832,8,149,10,999,18,1.8018018018018
"Census Tract 8252","Cook County","Illinois","0.00%",394,0,36,0,430,0,0
"Census Tract 8253.02","Cook County","Illinois","0.62%",1118,6,172,2,1298,8,0.61633281972265
"Census Tract 8253.03","Cook County","Illinois","1.14%",668,7,113,2,790,9,1.13924050632911
"Census Tract 8253.04","Cook County","Illinois","0.80%",790,6,73,1,870,7,0.804597701149425
"Census Tract 8254","Cook County","Illinois","0.62%",969,5,149,2,1125,7,0.622222222222222
"Census Tract 8255.01","Cook County","Illinois","1.79%",567,11,91,1,670,12,1.7910447761194
"Census Tract 8255.03","Cook County","Illinois","0.81%",879,4,100,4,987,8,0.810536980749747
"Census Tract 8255.04","Cook County","Illinois","2.64%",386,6,57,6,455,12,2.63736263736264
"Census Tract 8255.05","Cook County","Illinois","0.75%",710,5,81,1,797,6,0.752823086574655
"Census Tract 8256","Cook County","Illinois","1.87%",519,7,112,5,643,12,1.86625194401244
"Census Tract 8257","Cook County","Illinois","1.66%",442,5,90,4,541,9,1.66358595194085
"Census Tract 8258.01","Cook County","Illinois","3.80%",263,5,117,10,395,15,3.79746835443038
"Census Tract 8258.02","Cook County","Illinois","0.73%",685,3,131,3,822,6,0.72992700729927
"Census Tract 8258.03","Cook County","Illinois","0.95%",601,4,126,3,734,7,0.953678474114441
"Census Tract 8259","Cook County","Illinois","0.22%",386,0,70,1,457,1,0.218818380743982
"Census Tract 8260","Cook County","Illinois","1.21%",259,4,67,0,330,4,1.21212121212121
"Census Tract 8261","Cook County","Illinois","1.83%",663,5,142,10,820,15,1.82926829268293
"Census Tract 8262.01","Cook County","Illinois","1.05%",301,1,76,3,381,4,1.0498687664042
"Census Tract 8262.02","Cook County","Illinois","1.56%",628,7,131,5,771,12,1.55642023346304
"Census Tract 8263.01","Cook County","Illinois","0.96%",436,4,80,1,521,5,0.959692898272553
"Census Tract 8263.03","Cook County","Illinois","0.17%",508,0,75,1,584,1,0.171232876712329
"Census Tract 8263.04","Cook County","Illinois","0.58%",271,1,70,1,343,2,0.583090379008746
"Census Tract 8264.01","Cook County","Illinois","2.85%",374,5,69,8,456,13,2.85087719298246
"Census Tract 8264.02","Cook County","Illinois","3.23%",519,13,110,8,650,21,3.23076923076923
"Census Tract 8265","Cook County","Illinois","0.91%",533,4,123,2,662,6,0.906344410876133
"Census Tract 8266","Cook County","Illinois","1.97%",394,1,103,9,507,10,1.9723865877712
"Census Tract 8267","Cook County","Illinois","2.09%",357,6,158,5,526,11,2.09125475285171
"Census Tract 8268","Cook County","Illinois","2.07%",471,3,145,10,629,13,2.06677265500795
"Census Tract 8269.01","Cook County","Illinois","2.19%",96,2,38,1,137,3,2.18978102189781
"Census Tract 8269.02","Cook County","Illinois","2.76%",112,4,29,0,145,4,2.75862068965517
"Census Tract 8270","Cook County","Illinois","1.22%",250,2,74,2,328,4,1.21951219512195
"Census Tract 8271","Cook County","Illinois","2.12%",183,1,48,4,236,5,2.11864406779661
"Census Tract 8272","Cook County","Illinois","0.63%",402,1,74,2,479,3,0.626304801670146
"Census Tract 8273","Cook County","Illinois","2.37%",200,2,47,4,253,6,2.37154150197628
"Census Tract 8274","Cook County","Illinois","3.68%",225,8,63,3,299,11,3.67892976588629
"Census Tract 8275","Cook County","Illinois","1.46%",511,4,97,5,617,9,1.45867098865478
"Census Tract 8276","Cook County","Illinois","3.89%",217,5,55,6,283,11,3.886925795053
"Census Tract 8277","Cook County","Illinois","1.19%",186,3,64,0,253,3,1.18577075098814
"Census Tract 8278.01","Cook County","Illinois","0.45%",592,3,70,0,665,3,0.451127819548872
"Census Tract 8278.02","Cook County","Illinois","0.94%",472,4,53,1,530,5,0.943396226415094
"Census Tract 8278.04","Cook County","Illinois","1.34%",479,4,35,3,521,7,1.34357005758157
"Census Tract 8278.05","Cook County","Illinois","0.20%",461,1,42,0,504,1,0.198412698412698
"Census Tract 8279.01","Cook County","Illinois","0.63%",438,3,32,0,473,3,0.634249471458774
"Census Tract 8279.02","Cook County","Illinois","0.71%",549,1,147,4,701,5,0.713266761768902
"Census Tract 8280","Cook County","Illinois","0.47%",738,1,102,3,844,4,0.4739336492891
"Census Tract 8281","Cook County","Illinois","1.46%",775,6,102,7,890,13,1.46067415730337
"Census Tract 8282.01","Cook County","Illinois","1.12%",622,5,85,3,715,8,1.11888111888112
"Census Tract 8282.02","Cook County","Illinois","1.06%",657,7,90,1,755,8,1.05960264900662
"Census Tract 8283","Cook County","Illinois","3.04%",483,13,91,5,592,18,3.04054054054054
"Census Tract 8284.01","Cook County","Illinois","1.33%",598,3,71,6,678,9,1.32743362831858
"Census Tract 8284.02","Cook County","Illinois","0.67%",519,3,73,1,596,4,0.671140939597315
"Census Tract 8285.03","Cook County","Illinois","1.12%",417,3,114,3,537,6,1.11731843575419
"Census Tract 8285.04","Cook County","Illinois","0.95%",616,6,116,1,739,7,0.94722598105548
"Census Tract 8285.05","Cook County","Illinois","0.90%",1215,7,113,5,1340,12,0.895522388059702
"Census Tract 8285.07","Cook County","Illinois","0.97%",651,5,65,2,723,7,0.968188105117566
"Census Tract 8285.08","Cook County","Illinois","1.10%",506,3,121,4,634,7,1.10410094637224
"Census Tract 8286.01","Cook County","Illinois","1.01%",815,6,70,3,894,9,1.00671140939597
"Census Tract 8286.02","Cook County","Illinois","1.14%",820,7,49,3,879,10,1.13765642775882
"Census Tract 8287.01","Cook County","Illinois","1.27%",474,6,71,1,552,7,1.26811594202899
"Census Tract 8287.02","Cook County","Illinois","0.55%",633,2,90,2,727,4,0.550206327372765
"Census Tract 8288.01","Cook County","Illinois","1.58%",911,11,83,5,1010,16,1.58415841584158
"Census Tract 8288.02","Cook County","Illinois","0.98%",452,3,52,2,509,5,0.982318271119843
"Census Tract 8289","Cook County","Illinois","1.66%",379,2,95,6,482,8,1.6597510373444
"Census Tract 8290","Cook County","Illinois","0.00%",36,0,24,0,60,0,0
"Census Tract 8291","Cook County","Illinois","1.05%",378,2,94,3,477,5,1.0482180293501
"Census Tract 8292","Cook County","Illinois","2.16%",672,11,143,7,833,18,2.1608643457383
"Census Tract 8293.01","Cook County","Illinois","0.71%",624,4,75,1,704,5,0.710227272727273
"Census Tract 8293.02","Cook County","Illinois","2.11%",280,7,92,1,380,8,2.10526315789474
"Census Tract 8294.01","Cook County","Illinois","3.81%",77,0,24,4,105,4,3.80952380952381
